Obs10005.3_VD040cm_I1_T13_F0006 6 NaN 
Obs10005.3_VD040cm_I2_T03_F0006 6 NaN 
Obs10005.3_VD040cm_I2_T03_F0042 6 NaN 
Obs10005.3_VD040cm_I2_T03_F0156 6 NaN 
Obs10005.3_VD040cm_I2_T12_F0126 6 NaN 
Obs10005.3_VD040cm_I3_T08_F0048 6 NaN 
Obs10005.3_VD040cm_I3_T08_F0060 6 NaN 
Obs10005.3_VD040cm_I3_T09_F0018 6 NaN 
Obs10005.3_VD150cm_I2_T04_F0108 6 NaN 
Obs10005.3_VD150cm_I2_T04_F0138 6 NaN 
Obs10006.2_VD040cm_I1_T02_F0072 6 NaN 
Obs10006.2_VD040cm_I2_T01_F0102 6 NaN 
Obs10006.2_VD040cm_I2_T01_F0120 6 NaN 
Obs10006.2_VD040cm_I2_T01_F0138 6 NaN 
Obs10006.2_VD040cm_I2_T03_F0090 6 NaN 
Obs10006.2_VD040cm_I2_T05_F0066 6 NaN 
Obs10006.2_VD040cm_I2_T07_F0066 6 NaN 
Obs10006.2_VD040cm_I2_T13_F0006 6 NaN 
Obs10006.2_VD040cm_I4_T01_F0078 6 NaN 
Obs10006.2_VD040cm_I4_T02_F0042 6 NaN 
Obs10006.2_VD040cm_I4_T02_F0066 6 NaN 
Obs10006.2_VD040cm_I4_T04_F0066 6 NaN 
Obs10006.2_VD040cm_I4_T04_F0072 6 NaN 
Obs10006.2_VD040cm_I4_T11_F0036 6 NaN 
Obs10006.2_VD040cm_I4_T11_F0048 6 NaN 
Obs10006.2_VD040cm_I4_T11_F0168 6 NaN 
Obs10006.2_VD040cm_I4_T11_F0204 6 NaN 
Obs10006.2_VD150cm_I1_T01_F0006 5 NaN 
Obs10006.2_VD150cm_I1_T01_F0012 5 NaN 
Obs10006.2_VD150cm_I1_T01_F0018 5 NaN 
Obs10006.2_VD150cm_I1_T01_F0024 5 NaN 
Obs10006.2_VD150cm_I1_T01_F0030 5 NaN 
Obs10006.2_VD150cm_I1_T01_F0036 5 NaN 
Obs10006.2_VD150cm_I1_T01_F0042 5 NaN 
Obs10006.2_VD150cm_I1_T01_F0048 5 NaN 
Obs10006.2_VD150cm_I1_T01_F0054 5 NaN 
Obs10006.2_VD150cm_I1_T01_F0060 5 NaN 
Obs10006.2_VD150cm_I1_T01_F0066 5 NaN 
Obs10006.2_VD150cm_I1_T01_F0072 5 NaN 
Obs10006.2_VD150cm_I1_T01_F0078 5 NaN 
Obs10006.2_VD150cm_I1_T01_F0084 5 NaN 
Obs10006.2_VD150cm_I1_T01_F0090 5 NaN 
Obs10006.2_VD150cm_I1_T01_F0096 5 NaN 
Obs10006.2_VD150cm_I1_T01_F0102 5 NaN 
Obs10006.2_VD150cm_I1_T01_F0108 5 NaN 
Obs10006.2_VD150cm_I1_T01_F0114 5 NaN 
Obs10006.2_VD150cm_I1_T01_F0120 5 NaN 
Obs10006.2_VD150cm_I1_T01_F0132 5 NaN 
Obs10006.2_VD150cm_I1_T02_F0006 6 NaN 
Obs10006.2_VD150cm_I1_T02_F0012 6 NaN 
Obs10006.2_VD150cm_I1_T02_F0018 6 NaN 
Obs10006.2_VD150cm_I1_T02_F0024 6 NaN 
Obs10006.2_VD150cm_I1_T02_F0036 6 NaN 
Obs10006.2_VD150cm_I1_T02_F0042 6 NaN 
Obs10006.2_VD150cm_I1_T02_F0048 6 NaN 
Obs10006.2_VD150cm_I1_T02_F0054 6 NaN 
Obs10006.2_VD150cm_I1_T02_F0060 6 NaN 
Obs10006.2_VD150cm_I1_T02_F0066 6 NaN 
Obs10006.2_VD150cm_I1_T02_F0072 6 NaN 
Obs10006.2_VD150cm_I1_T02_F0078 5 NaN 
Obs10006.2_VD150cm_I1_T02_F0084 5 NaN 
Obs10006.2_VD150cm_I1_T02_F0090 5 NaN 
Obs10006.2_VD150cm_I1_T02_F0102 6 NaN 
Obs10006.2_VD150cm_I1_T03_F0018 6 NaN 
Obs10006.2_VD150cm_I1_T03_F0036 6 NaN 
Obs10006.2_VD150cm_I1_T03_F0060 6 NaN 
Obs10006.2_VD150cm_I1_T03_F0066 6 NaN 
Obs10006.2_VD150cm_I1_T03_F0072 6 NaN 
Obs10006.2_VD150cm_I1_T03_F0090 6 NaN 
Obs10006.2_VD150cm_I1_T03_F0096 6 NaN 
Obs10006.2_VD150cm_I1_T03_F0102 6 NaN 
Obs10006.2_VD150cm_I1_T03_F0108 6 NaN 
Obs10006.2_VD150cm_I1_T03_F0114 6 NaN 
